year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,11,31,-81,7,5,-301,56,37,11
1988,22,40,-143,6,6,-304,30,44,65
1989,40,35,-103,6,25,-325,15,41,56
1990,38,33,-105,7,40,-375,42,44,28
1991,39,27,-166,5,19,-385,30,48,88
1992,31,17,-127,3,25,-325,27,50,82
1993,36,44,-99,7,33,-381,30,39,105
1994,14,37,-90,4,18,-295,38,47,57
1995,17,40,-161,8,16,-362,46,44,58
1996,24,31,-159,6,11,-297,39,49,87
1997,31,38,-47,4,11,-269,42,37,76
1998,24,29,-181,8,1,-365,27,54,44
1999,27,23,-93,4,7,-330,28,44,25
2000,32,51,-91,5,15,-302,47,56,94
2001,22,44,-117,6,17,-251,34,46,95
2002,22,28,-94,4,30,-294,24,44,76
2003,28,26,-140,6,8,-341,29,48,82
2004,24,35,-61,4,21,-229,54,50,100
2005,35,25,-86,7,20,-302,35,35,41
2006,19,26,-166,7,17,-400,35,29,48
2007,26,40,-94,7,18,-315,47,55,75
2008,34,24,3,6,19,-249,49,40,71
2009,26,19,-42,6,28,-302,40,34,42
2010,36,36,-136,7,30,-380,41,54,59
2011,29,25,-69,7,11,-280,39,30,90
2012,28,28,-72,7,17,-292,32,46,38
2013,33,36,-188,7,13,-405,36,51,57
2014,25,48,-110,8,11,-325,41,53,67
2015,41,37,-132,7,29,-354,26,34,42
2016,26,27,-8,4,30,-189,38,46,47
2016
2017,27,22,-123,8,21,-352,27,38,106
2018,31,21,-141,6,12,-348,33,39,89
2019,46,34,-75,7,34,-316,28,36,58
2020,41,12,-158,8,43,-428,21,31,22
2021,34,20,-172,8,24,-453,34,25,17
2022,35,12,-63,6,10,-253,46,23,29
2023,28,19,-144,6,5,-341,46,46,73
2024,22,37,-156,7,23,-400,45,37,71
2025,26,36,-144,6,38,-388,39,26,25
2026,36,19,-100,7,24,-385,49,31,21
2027,30,33,-104,7,26,-385,40,36,49
2028,25,29,-151,6,26,-380,34,19,80
2029,27,12,-161,6,30,-416,29,33,150
2030,36,44,-177,8,28,-460,42,38,36
2031,23,36,-100,8,45,-356,30,52,22
2032,25,34,-99,6,11,-292,42,43,29
2033,39,20,-81,6,46,-293,46,41,101
2034,31,22,-88,6,32,-352,37,31,65
2035,21,19,-15,5,16,-205,38,24,92
2036,41,22,-92,7,23,-317,27,39,48
2037,53,18,-184,8,38,-419,32,20,73
2038,36,28,-42,6,48,-271,50,30,122
2039,35,16,-124,7,19,-348,41,30,68
2040,36,21,-64,6,23,-331,41,34,76
2041,27,31,-125,6,19,-370,29,32,72
2042,41,16,-116,6,32,-336,18,37,64
2043,20,32,-84,6,23,-297,26,23,101
2044,33,18,-104,6,23,-269,28,28,135
2045,41,22,-131,8,20,-364,39,46,77
2046,17,22,-82,4,9,-275,38,32,39
