year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,77,132,3
1988,68,114,1
1989,81,124,1
1990,81,134,2
1991,84,132,1
1992,68,121,0
1993,92,134,2
1994,81,134,1
1995,85,139,1
1996,76,133,0
1997,94,138,1
1998,81,125,2
1999,81,132,2
2000,86,137,1
2001,80,127,0
2002,76,127,1
2003,72,128,1
2004,71,138,0
2005,78,127,2
2006,65,128,1
2007,84,141,3
2008,73,141,3
2009,64,120,2
2010,71,132,2
2011,78,135,3
2012,76,126,2
2013,81,130,1
2014,96,143,2
2015,92,134,2
2016,94,138,0
2016
2017,72,124,2
2018,75,130,1
2019,91,137,2
2020,72,122,3
2021,58,125,3
2022,63,133,2
2023,77,130,1
2024,94,141,1
2025,93,141,2
2026,59,133,2
2027,79,136,3
2028,74,128,1
2029,66,123,2
2030,92,143,3
2031,9,139,2
2032,81,132,1
2033,67,131,2
2034,61,122,2
2035,74,132,0
2036,57,102,1
2037,72,134,2
2038,88,146,1
2039,81,132,2
2040,67,134,1
2041,85,133,2
2042,62,113,1
2043,84,124,0
2044,67,122,2
2045,84,137,2
2046,83,139,1
