year,annual-precipitations
1987,705
1988,720
1989,471
1990,398
1991,387
1992,822
1993,764
1994,967
1995,741
1996,682
1997,772
1998,673
1999,450
2000,561
2001,641
2002,599
2003,471
2004,616
2005,588
2006,530
2007,491
2008,543
2009,567
2010,868
2011,488
2012,479
2013,492
2014,608
2015,434
2016,644

min,300
max,2000
steps,10
decimal
