year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.4,14.4,18.6,5.7
1988,2.8,14.5,18.9,2.9
1989,2.2,14.8,18.5,4.8
1990,2.8,14.4,17.3,4.9
1991,1.5,13.6,19.3,4.1
1992,1.1,15.4,20.4,4.2
1993,-0.5,15.6,17.8,4.9
1994,2.9,14.7,21.1,4.4
1995,2.6,14.5,19.2,3.7
1996,-1.0,16.1,17.3,5.7
1997,0.5,14.0,17.8,5.3
1998,2.1,15.4,18.3,2.4
1999,0.5,15.6,20.0,3.9
2000,0.8,16.4,18.2,7.1
2001,2.7,14.5,19.0,3.4
2002,2.4,15.8,19.7,3.6
2003,-1.0,16.0,19.6,4.3
2004,0.3,14.4,18.5,5.4
2005,-0.5,14.8,19.1,4.6
2006,-1.5,15.1,19.6,6.2
2007,4.6,16.3,19.5,4.0
2008,2.4,15.2,18.4,6.3
2009,0.9,15.5,20.1,5.5
2010,0.5,15.3,19.2,4.0
2011,0.4,15.6,19.9,4.2
2012,0.0,15.9,20.7,5.0
2013,0.6,16.1,19.1,6.3
2014,4.6,15.2,19.7,6.7
2015,2.8,14.8,21.3,6.1
2016,3.0,16.0,20.0,3.9
