year,annual-hydric-deficit
1987,-97
1988,-64
1989,-322
1990,-342
1991,-402
1992,-75
1993,-32
1994,129
1995,40
1996,10
1997,84
1998,-52
1999,-340
2000,-245
2001,-107
2002,-238
2003,-372
2004,-156
2005,-181
2006,-227
2007,-375
2008,-201
2009,-287
2010,109
2011,-343
2012,-396
2013,-359
2014,-193
2015,-453
2016,-171
