year,annual-estival-days
1987,29
1988,26
1989,46
1990,40
1991,53
1992,45
1993,37
1994,45
1995,52
1996,35
1997,48
1998,31
1999,45
2000,39
2001,42
2002,30
2003,80
2004,38
2005,46
2006,53
2007,40
2008,29
2009,42
2010,44
2011,50
2012,35
2013,46
2014,42
2015,58
2016,47
