year,annual-precipitations
1987,882
1988,809
1989,718
1990,774
1991,542
1992,766
1993,853
1994,756
1995,868
1996,487
1997,733
1998,793
1999,713
2000,1003
2001,998
2002,828
2003,721
2004,589
2005,529
2006,688
2007,779
2008,747
2009,636
2010,710
2011,536
2012,610
2013,779
2014,611
2015,486
2016,662
