year,annual-frozen-days
1987,84
1988,52
1989,66
1990,48
1991,87
1992,52
1993,69
1994,41
1995,59
1996,91
1997,64
1998,68
1999,49
2000,29
2001,60
2002,44
2003,81
2004,68
2005,67
2006,70
2007,32
2008,58
2009,57
2010,83
2011,28
2012,42
2013,74
2014,21
2015,51
2016,56
