year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,101,-29,-22,153
1988,225,-143,-130,130
1989,47,-121,-131,137
1990,93,-109,-147,175
1991,40,-133,-232,123
1992,45,-123,-43,159
1993,41,-130,-22,212
1994,101,-85,-100,92
1995,266,-134,-66,55
1996,2,-205,-199,141
1997,47,-6,-224,141
1998,24,-56,-126,234
1999,91,-136,-123,182
2000,81,-106,143,166
2001,242,-111,2,126
2002,131,-167,-81,205
2003,78,-129,-207,97
2004,57,-172,-128,89
2005,36,-116,-166,42
2006,44,-162,-106,107
2007,125,-175,3,47
2008,82,-139,-21,71
2009,62,-188,-162,121
2010,39,-162,-101,150
2011,-15,-254,-114,78
2012,-12,-80,-223,128
2013,25,11,-160,156
2014,-6,-233,-73,128
2015,37,-196,-240,21
2016,79,0,-223,54
