year,F1,F3,M4
,label F1,label F3,label M4
1987,59,131,3
1988,75,131,1
1989,24,131,2
1990,59,128,4
1991,56,136,0
1992,59,134,1
1993,49,131,1
1994,74,141,0
1995,62,136,2
1996,58,132,1
1997,88,147,0
1998,30,143,2
1999,65,128,2
2000,65,136,1
2001,61,137,1
2002,63,128,1
2003,72,132,2
2004,56,127,3
2005,68,134,2
2006,46,119,0
2007,60,129,1
2008,60,135,1
2009,68,132,3
2010,53,143,0
2011,63,133,3
2012,75,145,0
2013,78,137,1
2014,64,135,2
2015,68,149,1
2016,80,139,1
2016
2017,61,141,0
2018,38,139,1
2019,57,134,3
2020,55,132,2
2021,52,134,4
2022,47,125,0
2023,23,133,1
2024,62,132,3
2025,62,135,3
2026,47,135,0
2027,65,130,3
2028,60,134,1
2029,83,143,3
2030,74,144,1
2031,52,129,3
2032,52,133,1
2033,72,150,3
2034,47,137,1
2035,94,151,3
2036,42,129,2
2037,74,135,1
2038,64,121,2
2039,45,134,3
2040,71,122,1
2041,55,130,2
2042,36,129,2
2043,55,123,2
2044,61,130,1
2045,60,130,3
2046,80,137,0

min,,80,0
max,,170,7
steps,,10,8
decimal
