year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,692,606,-101,-266,97,10.2,3835,46,18.0,76
1988,859,572,97,-164,128,9.8,3649,28,16.3,74
1989,785,577,26,-205,74,10.4,3821,27,18.0,48
1990,920,579,153,-169,107,10.4,3890,35,17.5,58
1991,844,676,-89,-152,9,9.3,3518,13,16.9,80
1992,838,606,57,-174,122,10.3,3816,54,17.4,68
1993,876,774,-200,-315,32,10.9,3993,44,18.6,51
1994,730,668,-185,-254,63,8.6,3309,18,16.1,93
1995,799,582,36,-227,115,9.6,3615,27,17.5,84
1996,716,716,-247,-402,107,9.3,3574,17,16.0,66
1997,725,667,-173,-310,95,9.7,3621,31,17.3,74
1998,772,541,45,-205,131,9.8,3664,15,16.4,67
1999,743,730,-268,-359,73,10.0,3714,36,17.4,55
2000,755,669,-154,-288,46,9.2,3469,17,15.2,73
2001,819,552,96,-175,125,9.1,3511,28,17.6,80
2002,825,563,82,-123,137,9.6,3618,24,16.9,64
2003,725,569,-27,-235,90,9.8,3670,31,16.5,75
2004,706,600,-80,-311,86,10.0,3709,23,17.0,67
2005,830,600,48,-219,105,9.3,3492,29,16.8,81
2006,782,564,42,-207,153,9.5,3545,24,14.7,61
2007,635,628,-176,-347,95,9.8,3668,42,16.8,61
2008,718,598,-67,-216,92,9.4,3511,32,17.4,74
2009,774,584,25,-173,87,9.1,3470,25,15.2,72
2010,742,598,-19,-202,58,8.9,3419,35,17.0,99
2011,794,567,44,-155,114,9.6,3588,20,16.4,67
2012,781,571,41,-101,64,10.0,3732,25,17.1,73
2013,693,607,-93,-330,121,9.2,3522,42,16.4,98
2014,804,613,20,-211,118,9.6,3669,40,17.9,93
2015,738,576,-18,-236,121,8.6,3299,33,16.7,97
2016,893,584,142,-94,120,8.9,3436,30,16.8,84
2016
2017,664,572,-85,-210,69,10.2,3747,30,16.7,60
2018,741,573,-14,-193,109,9.7,3625,31,16.7,64
2019,615,594,-163,-292,114,10.5,3845,41,17.4,57
2020,817,648,-23,-346,176,11.3,4145,63,18.6,49
2021,621,719,-342,-443,61,11.2,4091,55,18.9,51
2022,648,591,-146,-271,91,10.9,4006,43,18.2,43
2023,707,742,-334,-423,85,10.8,3982,43,17.9,45
2024,720,738,-260,-383,51,10.6,3968,64,19.2,71
2025,696,597,-76,-243,96,10.2,3768,49,17.8,76
2026,723,734,-303,-351,26,11.0,4058,61,18.4,60
2027,664,727,-337,-396,22,11.2,4098,41,17.3,61
2028,673,607,-116,-287,119,10.4,3844,45,18.5,67
2029,894,779,-164,-418,218,10.4,3861,79,19.9,85
2030,678,684,-246,-373,102,10.0,3719,36,17.9,80
2031,652,560,-89,-230,101,10.2,3754,31,17.3,51
2032,715,578,-56,-283,97,10.5,3887,32,17.2,60
2033,740,553,-1,-227,171,9.5,3569,39,18.2,77
2034,709,624,-102,-348,145,10.7,3959,42,18.1,56
2035,658,637,-150,-363,159,9.8,3685,64,18.9,90
2036,719,598,-65,-312,134,10.5,3874,38,17.9,54
2037,604,664,-234,-415,149,10.5,3941,63,18.9,72
2038,818,616,15,-305,153,11.5,4249,52,18.2,44
2039,662,622,-142,-355,174,10.3,3813,54,18.8,61
2040,668,622,-147,-209,57,10.5,3925,49,17.7,65
2041,788,617,-7,-272,126,10.7,3981,44,17.8,59
2042,586,620,-239,-372,66,11.3,4136,49,18.5,43
2043,912,620,114,-196,188,10.9,3987,56,18.8,43
2044,773,579,21,-260,167,10.7,3977,37,17.2,57
2045,671,610,-124,-280,84,10.5,3878,41,18.0,60
2046,688,633,-120,-324,122,10.7,3988,59,18.8,72

min,500,500,,,,7,3000,,14
max,1000,1000,,,,13,5000,,22
steps,11,11,,,,7,11,,5
decimal
