year,annual-hydric-deficit
1987,203
1988,82
1989,-68
1990,12
1991,-202
1992,38
1993,99
1994,7
1995,120
1996,-261
1997,-42
1998,76
1999,14
2000,284
2001,260
2002,88
2003,-161
2004,-155
2005,-204
2006,-117
2007,0
2008,-7
2009,-166
2010,-75
2011,-305
2012,-187
2013,32
2014,-184
2015,-377
2016,-90
