year,annual-estival-days
1987,136
1988,111
1989,129
1990,134
1991,120
1992,115
1993,102
1994,127
1995,139
1996,113
1997,123
1998,112
1999,131
2000,136
2001,132
2002,129
2003,145
2004,137
2005,135
2006,144
2007,122
2008,107
2009,143
2010,125
2011,144
2012,140
2013,124
2014,149
2015,132
2016,135

min,88
max,160
steps,10
decimal
