year,annual-hydric-deficit
1987,1284
1988,1222
1989,1247
1990,1276
1991,1240
1992,1139
1993,1107
1994,1278
1995,1317
1996,1207
1997,1217
1998,1253
1999,1303
2000,1268
2001,1290
2002,1290
2003,1348
2004,1255
2005,1353
2006,1345
2007,1170
2008,1155
2009,1421
2010,1205
2011,1244
2012,1314
2013,1154
2014,1292
2015,1358
2016,1253
