year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,36,104,4
1988,30,109,4
1989,31,112,3
1990,40,107,2
1991,25,107,3
1992,30,9,3
1993,24,101,4
1994,30,109,4
1995,39,110,4
1996,46,111,4
1997,38,108,3
1998,36,102,4
1999,46,120,3
2000,29,110,3
2001,40,107,3
2002,25,107,2
2003,41,110,5
2004,39,106,4
2005,32,109,4
2006,35,117,4
2007,35,109,2
2008,42,117,3
2009,40,120,2
2010,42,113,3
2011,38,109,4
2012,35,111,4
2013,56,114,2
2014,30,113,2
2015,30,99,4
2016,25,109,3
2016
2017,25,96,3
2018,23,101,2
2019,32,106,4
2020,23,102,4
2021,18,102,3
2022,28,101,4
2023,26,106,4
2024,23,97,3
2025,22,106,4
2026,25,107,4
2027,31,103,4
2028,25,104,5
2029,35,113,3
2030,23,103,3
2031,20,105,4
2032,43,103,4
2033,33,100,4
2034,33,93,4
2035,21,101,3
2036,19,104,3
2037,21,102,4
2038,29,103,4
2039,29,97,3
2040,33,99,3
2041,26,92,4
2042,25,104,3
2043,32,93,4
2044,25,105,3
2045,26,109,3
2046,30,106,3
