year,A1,A2,A3
,label A1,label A2,label A3
1987,65,1954,609
1988,65,1852,650
1989,75,1931,639
1990,88,1872,740
1991,76,1779,662
1992,74,1813,588
1993,79,1774,736
1994,62,1853,650
1995,110,1957,817
1996,87,1961,743
1997,79,1841,603
1998,58,1770,533
1999,100,2193,770
2000,76,1866,666
2001,86,1835,744
2002,81,1745,712
2003,74,1982,609
2004,82,1848,661
2005,86,1862,658
2006,74,1946,665
2007,102,1916,801
2008,69,1923,687
2009,95,2024,766
2010,68,2005,552
2011,86,1923,737
2012,94,1919,741
2013,93,2071,806
2014,110,1997,825
2015,73,1800,635
2016,83,1735,656
2016
2017,112,1578,932
2018,119,1539,1008
2019,103,1849,809
2020,106,1499,874
2021,98,1600,906
2022,96,1532,877
2023,111,1742,915
2024,90,1560,757
2025,107,1819,869
2026,94,1777,833
2027,111,1775,928
2028,108,1608,940
2029,108,1972,957
2030,108,1725,972
2031,105,1652,885
2032,101,1859,855
2033,94,1706,859
2034,108,1611,965
2035,100,1759,928
2036,108,1656,954
2037,94,1601,873
2038,129,1754,1127
2039,90,1647,741
2040,111,1693,839
2041,118,1536,1015
2042,118,1578,1097
2043,110,1622,849
2044,93,1771,703
2045,96,1757,801
2046,110,1673,956

min,50,1500,450
max,130,2200,1150
steps,9,8,9
decimal
