year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,7.4,17.3,24.0,10.2
1988,7.9,15.4,23.4,9.9
1989,7.7,16.3,24.0,11.9
1990,8.7,16.1,24.0,9.7
1991,7.2,15.9,24.4,9.7
1992,6.9,16.3,23.6,10.1
1993,7.3,16.3,23.0,9.2
1994,8.5,17.4,24.5,11.2
1995,9.1,18.3,23.5,12.7
1996,8.1,17.4,22.4,10.9
1997,10.1,17.4,23.4,11.6
1998,9.8,16.4,24.5,10.0
1999,7.9,18.3,24.5,9.8
2000,8.7,17.6,24.1,10.9
2001,9.7,18.4,24.4,10.1
2002,9.2,17.7,23.5,11.8
2003,8.0,19.0,25.0,10.8
2004,8.3,17.0,24.5,10.7
2005,6.9,19.2,24.5,10.2
2006,7.6,19.4,24.9,11.9
2007,7.3,15.8,22.8,9.0
2008,9.0,16.7,23.3,9.4
2009,7.3,18.0,24.1,11.7
2010,7.1,17.2,24.8,10.1
2011,8.2,19.3,24.6,11.8
2012,7.9,18.3,24.8,11.0
2013,7.5,16.0,25.0,10.4
2014,9.0,18.8,24.1,12.1
2015,8.1,19.5,25.2,12.4
2016,8.3,17.0,25.1,11.4
