year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,862,616,53,-182,106,9.9,3808,31,17.3,70
1988,744,635,-64,-283,98,9.9,3754,52,18.2,80
1989,832,590,60,-165,81,9.6,3655,33,17.1,84
1990,802,633,-10,-227,145,9.9,3770,40,16.7,77
1991,675,754,-312,-417,43,10.4,3887,54,17.8,79
1992,675,592,-113,-251,43,10.0,3765,31,17.2,69
1993,770,730,-213,-317,69,9.8,3612,47,15.9,84
1994,782,727,-180,-317,40,9.7,3653,45,18.8,87
1995,846,585,83,-119,109,9.7,3670,31,16.8,73
1996,778,685,-179,-327,47,11.0,4022,35,18.1,43
1997,675,775,-322,-434,56,9.9,3762,59,19.5,98
1998,801,586,22,-229,118,10.9,4017,39,17.9,51
1999,744,788,-331,-322,4,11.1,4151,54,18.5,57
2000,742,677,-169,-288,101,9.0,3447,31,17.3,87
2001,790,608,7,-136,96,9.6,3624,23,17.0,79
2002,838,596,54,-155,139,10.1,3853,39,18.4,96
2003,829,628,28,-189,88,10.5,3905,49,18.8,69
2004,833,617,34,-184,136,9.7,3643,36,17.7,80
2005,824,627,20,-184,162,10.3,3852,49,18.9,68
2006,786,599,3,-196,117,9.0,3490,40,16.8,95
2007,709,572,-39,-232,114,9.6,3584,15,16.1,72
2008,913,612,120,-81,90,9.7,3631,26,16.9,70
2009,821,629,8,-240,146,10.2,3785,53,17.7,69
2010,745,609,-65,-215,79,10.0,3758,39,17.3,77
2011,901,641,74,-154,122,10.0,3797,37,17.8,78
2012,747,650,-96,-296,103,10.4,3895,49,18.5,83
2013,838,606,40,-237,99,9.9,3679,42,17.0,75
2014,863,638,49,-209,160,10.1,3816,36,18.1,73
2015,819,607,38,-215,120,9.5,3568,31,16.7,74
2016,762,616,-37,-201,85,10.8,3981,37,17.3,55
2016
2017,683,689,-204,-378,83,11.3,4194,59,18.5,52
2018,909,640,81,-188,175,11.1,4189,58,19.4,59
2019,578,656,-266,-402,87,10.5,3899,56,18.7,80
2020,849,614,29,-344,317,11.1,4088,50,17.7,50
2021,690,745,-352,-403,46,11.6,4294,53,19.5,66
2022,731,615,-75,-256,47,10.8,3968,46,17.2,63
2023,560,781,-514,-550,5,11.1,4130,75,19.5,85
2024,778,737,-207,-448,160,11.3,4188,63,19.3,59
2025,802,651,-44,-240,126,11.9,4360,66,20.2,32
2026,695,759,-313,-431,72,11.1,4115,64,19.6,59
2027,678,735,-313,-391,87,10.9,4051,74,18.5,61
2028,678,667,-186,-386,134,11.5,4245,72,20.8,53
2029,728,806,-376,-439,14,12.1,4475,84,20.5,45
2030,687,770,-318,-480,110,10.6,3966,77,19.9,94
2031,647,640,-195,-350,93,12.3,4510,68,18.8,35
2032,760,663,-113,-249,64,12.1,4462,68,19.9,50
2033,722,585,-69,-173,113,10.8,4006,41,18.2,60
2034,638,688,-257,-369,61,11.6,4309,79,19.7,61
2035,739,619,-74,-239,84,10.2,3751,47,18.1,82
2036,753,648,-99,-312,153,11.4,4193,56,19.1,49
2037,684,677,-192,-296,72,11.7,4356,59,18.9,48
2038,646,640,-194,-331,102,11.0,4070,59,19.2,69
2039,826,641,-13,-215,132,11.6,4308,52,19.3,45
2040,746,621,-75,-275,115,10.7,3999,57,19.3,69
2041,888,651,45,-290,275,11.5,4210,60,19.3,42
2042,775,640,-43,-301,144,11.1,4090,61,19.8,42
2043,697,635,-119,-357,213,11.1,4059,66,18.6,47
2044,640,645,-211,-383,121,11.6,4272,57,18.6,50
2045,709,640,-110,-365,185,10.7,3941,56,18.2,62
2046,805,642,-33,-243,111,11.1,4102,53,18.8,38
