year,annual-frozen-days
1987,88
1988,52
1989,75
1990,56
1991,80
1992,54
1993,68
1994,39
1995,57
1996,87
1997,75
1998,68
1999,54
2000,29
2001,65
2002,47
2003,80
2004,69
2005,71
2006,76
2007,42
2008,63
2009,68
2010,82
2011,42
2012,48
2013,56
2014,11
2015,33
2016,37
