year,F1,F3,M4
,label F1,label F3,label M4
1987,68,129,0
1988,63,140,2
1989,63,131,2
1990,80,127,1
1991,55,133,4
1992,50,120,1
1993,67,136,2
1994,69,137,0
1995,58,128,2
1996,56,121,1
1997,73,133,2
1998,59,125,3
1999,44,119,2
2000,63,141,1
2001,58,129,0
2002,89,138,1
2003,66,128,0
2004,53,132,0
2005,59,136,1
2006,70,141,0
2007,93,141,3
2008,59,132,0
2009,43,127,3
2010,59,127,2
2011,73,127,1
2012,63,128,0
2013,43,131,0
2014,59,128,1
2015,61,134,2
2016,55,126,0
2016
2017,59,115,2
2018,52,132,1
2019,66,135,3
2020,37,129,3
2021,71,131,2
2022,58,137,0
2023,72,132,2
2024,66,124,3
2025,36,133,2
2026,70,136,3
2027,75,136,1
2028,45,127,1
2029,64,125,1
2030,82,138,4
2031,53,118,3
2032,66,128,0
2033,64,133,0
2034,56,129,3
2035,65,133,1
2036,41,125,1
2037,64,122,2
2038,54,143,2
2039,30,126,1
2040,78,139,3
2041,41,127,0
2042,59,126,4
2043,55,129,1
2044,59,134,2
2045,35,131,3
2046,30,124,2
