year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1518,10,-182,1
1988,1646,10,-283,5
1989,1395,10,-165,5
1990,1660,10,-227,0
1991,1754,12,-417,0
1992,1500,10,-251,0
1993,1549,7,-317,7
1994,1662,12,-317,3
1995,1432,12,-119,1
1996,1567,12,-327,3
1997,1801,10,-434,1
1998,1550,11,-229,1
1999,1873,13,-322,0
2000,1335,10,-288,4
2001,1502,12,-136,3
2002,1647,12,-155,2
2003,1744,13,-189,2
2004,1518,11,-184,4
2005,1517,11,-184,9
2006,1378,10,-196,14
2007,1255,10,-232,1
2008,1440,11,-81,6
2009,1572,9,-240,4
2010,1459,11,-215,3
2011,1661,12,-154,0
2012,1745,12,-296,5
2013,1472,9,-237,1
2014,1633,11,-209,0
2015,1495,11,-215,1
2016,1593,12,-201,4
2016
2017,1802,10,-378,0
2018,1804,12,-188,0
2019,1712,13,-402,4
2020,1539,12,-344,8
2021,1735,11,-403,6
2022,1617,10,-256,0
2023,1855,12,-550,6
2024,1781,11,-448,0
2025,1790,11,-240,1
2026,1850,12,-431,1
2027,1765,10,-391,3
2028,1868,14,-386,8
2029,1915,13,-439,4
2030,1870,13,-480,10
2031,1941,12,-350,0
2032,1913,13,-249,5
2033,1476,11,-173,2
2034,1995,11,-369,2
2035,1562,9,-239,5
2036,1762,12,-312,1
2037,1857,13,-296,1
2038,1650,12,-331,8
2039,1758,12,-215,3
2040,1639,10,-275,3
2041,1815,14,-290,0
2042,1790,12,-301,0
2043,1690,9,-357,3
2044,1695,11,-383,1
2045,1650,10,-365,1
2046,1581,11,-243,1
