year,annual-precipitations
1987,811
1988,734
1989,598
1990,624
1991,518
1992,628
1993,520
1994,679
1995,784
1996,642
1997,577
1998,594
1999,758
2000,692
2001,693
2002,801
2003,481
2004,625
2005,529
2006,677
2007,659
2008,629
2009,639
2010,782
2011,546
2012,635
2013,645
2014,628
2015,505
2016,748
