year,A1,A2,A3
,label A1,label A2,label A3
1987,13,2856,97
1988,30,2950,203
1989,15,2984,130
1990,16,2860,128
1991,22,2768,184
1992,16,2751,101
1993,21,2884,170
1994,17,3079,171
1995,9,2838,79
1996,12,2494,117
1997,42,3059,293
1998,19,2504,135
1999,14,2595,171
2000,10,3155,96
2001,6,2933,69
2002,22,2903,161
2003,32,2784,202
2004,19,2938,142
2005,32,2859,203
2006,15,3193,121
2007,5,2769,44
2008,3,2864,52
2009,21,2760,159
2010,17,2841,136
2011,16,2877,131
2012,23,2810,164
2013,22,2819,145
2014,16,2863,125
2015,9,2958,82
2016,14,2507,99
2016
2017,35,2517,236
2018,42,2629,258
2019,28,2816,200
2020,16,2450,150
2021,34,2407,246
2022,30,2599,196
2023,40,2706,311
2024,34,2514,294
2025,43,2374,294
2026,31,2630,264
2027,35,2698,268
2028,45,2592,321
2029,46,2443,377
2030,35,2902,278
2031,37,2176,238
2032,52,2333,331
2033,19,2615,153
2034,51,2557,326
2035,27,2801,209
2036,30,2477,209
2037,40,2364,239
2038,42,2651,245
2039,36,2411,238
2040,31,2733,238
2041,35,2491,233
2042,39,2625,276
2043,54,2598,320
2044,30,2355,182
2045,30,2647,191
2046,30,2476,192
