year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,62,128,0
1988,58,124,0
1989,74,129,0
1990,59,135,0
1991,59,126,0
1992,30,127,0
1993,71,125,0
1994,68,134,0
1995,60,117,0
1996,56,122,1
1997,47,129,0
1998,28,133,0
1999,85,132,0
2000,66,129,0
2001,70,135,0
2002,59,130,0
2003,67,128,0
2004,73,126,0
2005,64,122,0
2006,55,128,0
2007,69,122,0
2008,59,123,0
2009,63,128,0
2010,62,136,0
2011,55,126,0
2012,67,136,0
2013,64,132,0
2014,46,123,0
2015,64,135,0
2016,64,120,0
2016
2017,32,138,0
2018,41,117,0
2019,46,130,1
2020,62,119,0
2021,57,128,0
2022,61,137,0
2023,32,118,1
2024,52,134,1
2025,48,124,0
2026,59,121,1
2027,57,116,1
2028,77,147,0
2029,24,129,1
2030,67,133,0
2031,35,122,0
2032,76,140,1
2033,50,120,0
2034,30,123,0
2035,61,131,1
2036,46,123,1
2037,67,135,2
2038,65,127,0
2039,54,125,0
2040,38,127,0
2041,63,126,0
2042,55,125,0
2043,58,122,1
2044,65,124,0
2045,62,122,1
2046,71,127,0

min,,90,0
max,,190,6
steps,,11,7
decimal
