year,annual-estival-days
1987,43
1988,54
1989,72
1990,58
1991,69
1992,67
1993,51
1994,62
1995,51
1996,44
1997,60
1998,46
1999,53
2000,56
2001,57
2002,47
2003,99
2004,54
2005,63
2006,70
2007,66
2008,56
2009,59
2010,47
2011,68
2012,62
2013,60
2014,52
2015,64
2016,71
