year,annual-hydric-deficit
1987,79
1988,-34
1989,-227
1990,-205
1991,-280
1992,-220
1993,-315
1994,-151
1995,191
1996,79
1997,-38
1998,54
1999,348
2000,241
2001,283
2002,271
2003,-277
2004,101
2005,-26
2006,30
2007,17
2008,-59
2009,-85
2010,35
2011,-127
2012,103
2013,215
2014,118
2015,-306
2016,66
