year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,19,7,-45,97
1988,64,-141,-76,119
1989,-35,-100,-176,84
1990,-2,-145,-154,95
1991,-22,-182,-125,49
1992,26,-192,-135,81
1993,-73,-197,-127,82
1994,9,-54,-121,15
1995,90,-10,37,75
1996,-12,-64,-46,202
1997,0,-42,-143,146
1998,2,-5,-81,137
1999,156,-19,-2,213
2000,105,-29,53,112
2001,183,36,-52,115
2002,17,-58,52,260
2003,5,-183,-209,110
2004,74,-105,-99,230
2005,34,-68,-46,54
2006,85,-66,-93,104
2007,90,-78,-36,40
2008,4,-106,-18,60
2009,96,-174,-129,122
2010,8,-103,1,130
2011,2,-129,-72,72
2012,8,-23,-86,205
2013,68,6,-82,223
2014,16,-201,189,114
2015,52,-130,-263,35
2016,107,115,-201,45
