year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.0,13.5,19.4,7.4
1988,5.5,15.1,18.6,7.3
1989,5.9,14.5,19.1,6.6
1990,7.2,14.6,18.7,7.2
1991,4.2,12.9,20.7,6.0
1992,4.8,15.4,20.2,7.1
1993,4.6,16.2,18.1,6.2
1994,6.3,14.8,20.2,9.1
1995,5.2,13.5,18.5,6.6
1996,2.0,13.9,16.7,5.9
1997,4.2,13.7,18.6,6.5
1998,5.3,15.0,17.8,5.7
1999,4.5,14.7,19.4,6.2
2000,5.5,15.6,18.2,8.9
2001,5.9,14.1,18.4,6.7
2002,5.5,14.8,17.7,8.1
2003,3.4,16.5,20.3,6.2
2004,4.1,14.1,18.8,6.5
2005,3.5,15.4,18.3,6.6
2006,1.7,14.8,20.0,9.0
2007,6.6,16.5,17.4,5.7
2008,5.5,15.0,17.6,6.5
2009,2.3,15.7,19.1,7.6
2010,2.9,14.0,18.2,5.2
2011,5.1,16.1,18.5,7.5
2012,3.9,15.0,18.7,7.3
2013,2.3,13.9,19.1,7.6
2014,6.8,15.3,18.4,9.0
2015,4.2,14.9,20.1,9.0
2016,5.4,14.5,19.7,5.7
