year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,820,650,-7,-194,142,10.7,4080,61,19.7,77
1988,876,642,46,-151,129,10.8,4076,68,19.7,73
1989,883,594,107,-62,99,10.6,3971,43,18.1,71
1990,696,618,-99,-302,125,10.5,3928,49,18.8,61
1991,732,697,-216,-226,21,10.4,3863,45,18.3,73
1992,981,646,144,-33,93,10.6,3938,38,16.7,70
1993,841,771,-173,-271,63,11.0,4166,69,20.4,77
1994,830,702,-118,-254,69,10.7,4030,54,18.5,73
1995,700,648,-136,-298,76,11.5,4273,74,18.1,61
1996,806,704,-161,-229,29,10.7,4009,46,18.1,72
1997,786,719,-164,-212,51,10.9,4093,41,17.5,57
1998,723,621,-96,-239,82,11.2,4126,52,17.7,53
1999,692,797,-356,-418,8,10.2,3974,54,20.0,87
2000,769,677,-150,-244,76,9.8,3705,38,17.7,77
2001,920,631,110,-86,103,9.5,3660,61,18.0,106
2002,720,643,-104,-282,87,10.6,3959,59,18.9,69
2003,832,676,-23,-283,189,10.8,4093,70,18.2,61
2004,873,623,46,-118,69,10.3,3872,56,18.0,76
2005,777,639,-48,-190,106,10.5,3974,53,19.5,87
2006,913,602,125,-79,131,10.4,3922,40,17.7,65
2007,832,657,-2,-227,171,11.6,4327,67,19.1,60
2008,800,611,-3,-125,70,10.3,3875,45,18.4,56
2009,779,586,16,-203,109,9.4,3563,24,16.2,70
2010,684,630,-107,-217,61,10.1,3758,42,18.1,73
2011,789,576,19,-32,31,11.0,4058,28,17.8,51
2012,865,591,91,-104,87,9.4,3548,36,16.8,77
2013,742,636,-80,-196,49,10.5,3870,63,18.4,65
2014,705,622,-102,-257,81,10.4,3947,42,16.0,61
2015,971,627,168,-103,83,10.5,3941,65,19.7,72
2016,730,609,-72,-119,37,10.3,3841,39,17.0,76
2016
2017,805,584,35,-50,86,10.5,3902,44,18.7,50
2018,785,627,-39,-190,101,11.4,4203,51,18.7,53
2019,664,626,-160,-301,111,11.4,4207,59,18.7,54
2020,598,659,-252,-321,81,11.9,4410,76,20.8,58
2021,603,728,-388,-425,-9,11.5,4216,67,20.7,54
2022,644,694,-246,-442,128,11.9,4434,87,21.1,69
2023,570,773,-476,-434,34,12.5,4582,86,20.4,45
2024,603,699,-355,-322,6,10.9,4007,59,20.4,57
2025,846,655,5,-114,73,12.0,4440,77,18.2,34
2026,788,746,-215,-317,95,11.7,4386,62,19.0,45
2027,736,765,-284,-380,60,12.4,4533,70,19.4,45
2028,735,642,-93,-170,58,10.9,4052,58,19.0,69
2029,770,737,-214,-305,104,11.1,4076,62,19.3,53
2030,889,648,-12,-138,74,10.8,3986,47,19.8,56
2031,736,675,-125,-271,109,12.7,4661,89,20.2,35
2032,788,675,-70,-239,111,11.4,4233,94,20.1,65
2033,783,599,-18,-107,81,12.0,4411,56,20.1,39
2034,895,664,32,-134,109,12.2,4483,76,19.5,48
2035,670,659,-172,-363,77,11.4,4182,84,19.8,51
2036,686,652,-160,-284,72,12.1,4434,71,19.4,41
2037,649,724,-265,-394,113,13.0,4736,102,21.7,43
2038,712,683,-151,-290,136,11.7,4313,85,20.2,53
2039,746,661,-101,-325,137,12.0,4396,62,18.6,52
2040,692,685,-181,-340,158,12.5,4588,86,21.1,39
2041,738,644,-97,-224,57,11.6,4272,57,19.5,46
2042,667,624,-146,-275,81,11.4,4186,51,17.9,50
2043,657,650,-172,-296,66,11.2,4117,67,20.1,56
2044,560,632,-268,-329,53,11.6,4302,70,19.6,66
2045,698,656,-152,-314,106,11.2,4173,61,18.8,69
2046,653,684,-227,-318,35,11.8,4365,82,20.6,71

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

