year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,28,0,-70,5,5,-305,48,13,140
1988,29,1,-54,5,6,-205,39,11,75
1989,16,0,-51,4,10,-216,58,4,92
1990,19,0,-23,6,7,-183,61,6,131
1991,26,0,-108,8,12,-284,32,11,129
1992,20,0,-5,7,3,-119,44,6,143
1993,32,0,-194,7,9,-384,54,3,127
1994,17,1,-45,7,8,-288,54,11,87
1995,25,1,-94,7,4,-146,49,2,122
1996,35,4,-160,6,10,-258,38,7,138
1997,18,0,-70,5,6,-302,47,10,84
1998,21,0,-75,4,0,-217,46,1,112
1999,24,0,-147,5,7,-329,52,5,77
2000,35,0,-127,8,9,-399,54,7,87
2001,12,0,7,5,7,-80,61,11,168
2002,27,0,-66,7,8,-266,45,6,84
2003,14,3,-139,11,0,-321,50,16,82
2004,13,0,-35,4,5,-173,62,8,92
2005,27,1,-121,4,2,-280,30,10,74
2006,26,0,-105,6,7,-336,53,12,114
2007,30,0,-63,6,4,-193,47,2,75
2008,27,1,-90,4,5,-221,49,4,107
2009,29,0,-144,5,17,-325,38,7,134
2010,26,0,-101,7,13,-309,39,5,103
2011,28,2,-135,5,1,-324,44,6,46
2012,21,1,-86,8,8,-281,29,12,113
2013,13,0,-5,7,9,-137,39,5,82
2014,9,0,-15,5,11,-248,58,9,53
2015,27,0,-108,7,3,-267,42,7,93
2016,13,0,-60,5,7,-249,63,7,25
2016
2017,29,0,-104,5,12,-288,35,2,79
2018,32,0,-107,8,16,-367,50,0,15
2019,38,0,-85,6,14,-282,35,1,89
2020,41,0,-191,8,6,-398,33,0,60
2021,28,0,-187,8,19,-367,33,0,190
2022,33,0,-172,7,6,-330,33,5,168
2023,42,0,-200,9,20,-428,32,3,79
2024,35,0,-174,7,7,-374,43,0,171
2025,32,0,-108,5,28,-232,43,3,179
2026,28,0,-145,5,12,-276,48,2,42
2027,39,0,-81,7,8,-304,32,4,115
2028,33,0,-156,8,5,-328,40,5,83
2029,41,0,-147,5,23,-420,25,0,118
2030,40,0,-141,7,21,-230,36,0,96
2031,39,0,-138,5,14,-345,36,14,101
2032,20,0,-32,8,8,-235,54,2,143
2033,39,0,-92,6,5,-275,43,1,37
2034,43,0,-211,10,4,-454,38,0,59
2035,34,0,-194,10,4,-346,37,8,98
2036,30,0,-104,8,15,-329,38,2,61
2037,36,0,-211,8,6,-442,29,4,115
2038,36,0,-192,8,23,-424,38,7,39
2039,33,1,-70,5,10,-257,40,2,124
2040,42,0,-184,10,16,-381,36,2,147
2041,35,0,-194,9,25,-428,42,1,54
2042,23,0,-161,8,12,-394,50,4,54
2043,39,0,-191,8,22,-464,32,1,84
2044,33,0,-68,8,1,-209,34,2,117
2045,30,0,-153,10,10,-364,46,4,145
2046,29,0,-100,6,21,-360,41,12,76

min,,0
max,,6
steps,,7
decimal
