year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.0,14.3,20.6,10.3
1988,7.7,15.1,19.1,9.8
1989,7.5,15.2,20.2,11.5
1990,9.0,15.3,20.9,9.0
1991,7.0,13.3,21.3,8.5
1992,6.5,15.0,20.4,9.7
1993,6.6,15.3,18.6,9.3
1994,7.8,14.3,20.1,10.6
1995,7.0,14.2,19.3,10.5
1996,7.2,15.3,18.7,9.2
1997,8.2,15.6,20.3,10.7
1998,8.0,14.9,20.1,8.2
1999,7.0,15.9,20.7,8.7
2000,6.9,15.7,19.8,10.7
2001,8.6,15.0,19.4,8.5
2002,8.3,15.0,18.7,10.9
2003,6.9,17.1,22.3,9.8
2004,6.6,15.3,20.5,9.6
2005,5.3,16.2,19.7,8.6
2006,6.1,16.1,21.0,10.7
2007,7.5,16.2,18.7,8.2
2008,7.9,15.1,18.9,8.7
2009,6.2,15.9,20.8,10.4
2010,5.5,14.9,20.1,8.6
2011,7.3,17.0,20.5,11.5
2012,5.7,15.5,20.5,10.5
2013,7.1,13.8,21.5,10.6
2014,8.9,16.2,20.3,12.3
2015,7.2,17.1,20.8,12.1
2016,8.7,15.4,21.5,10.8
