year,F1,F3,M4
,label F1,label F3,label M4
1987,39,122,2
1988,31,104,4
1989,31,117,2
1990,28,117,2
1991,33,108,2
1992,33,118,3
1993,35,120,3
1994,37,113,4
1995,33,116,3
1996,33,118,2
1997,21,122,2
1998,44,109,0
1999,44,120,2
2000,23,121,3
2001,50,127,2
2002,38,104,3
2003,36,116,6
2004,28,107,1
2005,41,116,2
2006,27,111,4
2007,35,116,2
2008,27,125,1
2009,35,108,3
2010,43,124,1
2011,23,120,4
2012,31,110,5
2013,33,110,2
2014,39,112,4
2015,52,107,3
2016,41,112,2
2016
2017,32,101,2
2018,23,119,4
2019,20,99,3
2020,28,108,7
2021,23,107,4
2022,31,111,3
2023,25,108,7
2024,35,108,6
2025,30,109,2
2026,23,114,2
2027,39,105,6
2028,29,107,5
2029,26,115,5
2030,32,109,4
2031,38,115,3
2032,23,104,3
2033,29,100,3
2034,22,97,7
2035,43,106,6
2036,33,106,4
2037,18,115,5
2038,41,109,5
2039,20,115,5
2040,36,115,5
2041,39,121,6
2042,34,107,4
2043,22,98,6
2044,30,108,4
2045,36,108,6
2046,30,107,5

min,,70
max,,140
steps,,11
decimal
