year,annual-frozen-days
1987,43
1988,36
1989,34
1990,36
1991,48
1992,27
1993,39
1994,22
1995,52
1996,44
1997,54
1998,59
1999,54
2000,47
2001,41
2002,27
2003,46
2004,54
2005,74
2006,65
2007,52
2008,39
2009,56
2010,72
2011,39
2012,46
2013,21
2014,4
2015,15
2016,3
