year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.7,13.2,18.5,8.3
1988,7.0,14.3,17.3,8.7
1989,6.9,14.4,19.3,9.4
1990,8.5,14.4,19.3,8.7
1991,5.4,12.6,19.8,7.6
1992,6.1,14.1,18.3,8.6
1993,6.4,14.2,16.6,7.1
1994,7.4,13.8,18.8,10.4
1995,7.4,13.8,19.5,9.2
1996,5.6,13.8,17.6,7.6
1997,6.4,14.0,19.7,9.6
1998,7.1,14.4,18.2,8.2
1999,7.4,14.8,19.8,8.8
2000,6.8,14.8,18.2,9.9
2001,7.3,14.3,18.2,8.9
2002,8.2,14.3,17.7,10.2
2003,6.4,15.8,20.5,8.6
2004,6.4,14.5,19.0,8.5
2005,6.2,15.3,19.0,9.2
2006,5.0,15.1,20.5,10.2
2007,8.2,16.1,17.1,8.2
2008,7.7,14.8,17.6,8.0
2009,5.0,15.1,19.3,9.5
2010,4.9,14.6,18.8,7.2
2011,7.4,16.2,18.5,11.1
2012,6.3,14.1,18.2,9.5
2013,4.7,13.1,19.8,9.4
2014,8.5,14.9,18.9,10.4
2015,6.2,15.4,19.0,11.3
2016,7.1,14.0,20.2,8.3
