year,F1,F3,M4
,label F1,label F3,label M4
1987,39,115,6
1988,35,116,1
1989,41,107,5
1990,48,134,4
1991,44,124,4
1992,45,126,3
1993,36,113,3
1994,35,107,2
1995,50,127,3
1996,35,131,3
1997,64,130,4
1998,26,110,4
1999,62,122,3
2000,43,117,2
2001,51,135,3
2002,37,112,1
2003,37,119,3
2004,35,126,3
2005,39,125,3
2006,42,116,6
2007,31,119,3
2008,48,119,3
2009,40,119,3
2010,40,116,2
2011,44,128,2
2012,45,129,1
2013,43,115,5
2014,68,143,1
2015,40,134,3
2016,35,116,6
2016
2017,32,124,3
2018,46,123,5
2019,21,105,2
2020,33,124,4
2021,40,116,1
2022,28,122,4
2023,35,112,5
2024,23,108,4
2025,28,118,2
2026,39,106,2
2027,30,124,5
2028,42,127,1
2029,51,125,7
2030,40,125,3
2031,23,125,5
2032,30,123,1
2033,23,118,4
2034,43,130,1
2035,24,116,2
2036,39,118,3
2037,59,123,3
2038,46,109,5
2039,53,119,3
2040,37,126,5
2041,55,123,2
2042,27,113,0
2043,31,126,4
2044,30,118,2
2045,47,105,6
2046,32,122,5
