year,annual-frozen-days
1987,63
1988,32
1989,48
1990,31
1991,54
1992,29
1993,39
1994,22
1995,38
1996,49
1997,43
1998,47
1999,28
2000,27
2001,41
2002,21
2003,50
2004,40
2005,48
2006,44
2007,29
2008,34
2009,44
2010,62
2011,23
2012,35
2013,36
2014,12
2015,32
2016,36
