year,annual-estival-days
1987,42
1988,28
1989,78
1990,60
1991,58
1992,44
1993,27
1994,45
1995,61
1996,51
1997,65
1998,43
1999,56
2000,48
2001,49
2002,33
2003,79
2004,56
2005,62
2006,66
2007,26
2008,36
2009,58
2010,58
2011,55
2012,43
2013,63
2014,48
2015,57
2016,62
