year,annual-precipitations
1987,697
1988,679
1989,581
1990,601
1991,520
1992,636
1993,689
1994,821
1995,692
1996,548
1997,636
1998,772
1999,850
2000,929
2001,890
2002,811
2003,573
2004,649
2005,538
2006,559
2007,760
2008,630
2009,552
2010,600
2011,526
2012,870
2013,770
2014,723
2015,621
2016,612
