year,A1,A2,A3
,label A1,label A2,label A3
1987,22,2310,138
1988,23,2273,162
1989,19,2198,183
1990,20,2544,144
1991,23,2463,180
1992,8,2377,70
1993,10,2092,116
1994,13,2052,149
1995,13,2492,113
1996,25,2482,194
1997,26,2662,182
1998,30,2195,156
1999,9,2443,94
2000,7,2251,117
2001,12,2539,96
2002,14,2259,104
2003,15,2394,126
2004,4,2377,61
2005,9,2427,75
2006,19,2351,138
2007,23,2418,163
2008,38,2328,244
2009,19,2319,142
2010,22,2179,131
2011,7,2435,72
2012,6,2663,76
2013,15,2408,108
2014,16,2631,130
2015,17,2617,113
2016,10,2264,96
2016
2017,28,2382,190
2018,19,2206,160
2019,46,1927,279
2020,34,2074,245
2021,26,2224,192
2022,16,2266,121
2023,18,2075,201
2024,25,1980,249
2025,28,2189,167
2026,39,1910,282
2027,24,2277,193
2028,36,2489,265
2029,21,2471,204
2030,15,2362,146
2031,42,2114,261
2032,33,2259,270
2033,46,2121,298
2034,28,2353,216
2035,23,2042,162
2036,32,2078,267
2037,47,2316,308
2038,48,2049,308
2039,30,2231,223
2040,14,2267,127
2041,33,2215,218
2042,43,2112,284
2043,28,2210,206
2044,17,2067,152
2045,35,2057,239
2046,34,2203,232
