year,annual-estival-days
1987,0
1988,0
1989,2
1990,3
1991,0
1992,2
1993,0
1994,0
1995,10
1996,0
1997,0
1998,0
1999,1
2000,1
2001,1
2002,0
2003,3
2004,0
2005,1
2006,3
2007,0
2008,1
2009,1
2010,0
2011,0
2012,1
2013,9
2014,4
2015,1
2016,3
