year,F1,F3,M4
,label F1,label F3,label M4
1987,30,132,1
1988,32,135,0
1989,46,138,0
1990,40,128,0
1991,39,139,2
1992,39,130,3
1993,30,138,2
1994,40,136,1
1995,37,135,0
1996,33,140,1
1997,40,134,0
1998,37,132,4
1999,47,144,1
2000,50,133,2
2001,43,128,1
2002,42,133,0
2003,42,133,1
2004,41,131,2
2005,29,134,1
2006,42,126,2
2007,31,130,2
2008,33,134,3
2009,36,141,1
2010,39,144,1
2011,53,136,1
2012,32,128,1
2013,36,130,1
2014,25,144,0
2015,36,136,0
2016,29,127,0
2016
2017,26,133,0
2018,24,129,2
2019,25,126,1
2020,22,134,3
2021,38,133,0
2022,31,130,2
2023,24,129,3
2024,27,131,0
2025,35,127,1
2026,33,136,1
2027,28,121,1
2028,34,125,1
2029,33,131,2
2030,24,140,3
2031,34,125,0
2032,28,128,3
2033,33,134,0
2034,23,128,2
2035,30,134,3
2036,26,132,2
2037,36,138,0
2038,31,127,0
2039,29,126,2
2040,25,123,1
2041,32,123,0
2042,33,132,1
2043,29,126,2
2044,50,133,0
2045,31,130,0
2046,31,128,2
