year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.2,10.8,14.8,8.2
1988,6.1,11.3,13.9,9.0
1989,7.1,11.0,15.8,8.8
1990,7.7,11.3,15.7,8.4
1991,5.0,10.4,15.7,8.1
1992,6.5,11.9,14.3,7.6
1993,6.7,11.4,14.1,7.5
1994,6.4,10.7,14.7,10.1
1995,6.6,11.4,16.7,9.1
1996,5.3,10.4,15.2,8.2
1997,6.6,11.5,15.9,9.6
1998,7.4,11.3,14.9,8.7
1999,7.1,11.6,15.9,9.3
2000,7.1,11.2,15.4,8.7
2001,5.7,11.2,15.1,9.3
2002,7.5,10.9,14.9,9.3
2003,6.6,12.0,16.0,8.6
2004,6.7,12.0,15.7,9.5
2005,7.0,11.7,15.7,9.4
2006,5.6,11.8,16.5,10.2
2007,7.7,12.6,14.8,9.6
2008,7.4,11.7,15.0,8.5
2009,6.0,12.0,15.3,9.3
2010,4.9,11.6,15.3,7.2
2011,6.6,12.5,15.1,10.8
2012,7.5,11.1,14.8,8.7
2013,4.6,10.1,16.0,9.5
2014,7.1,12.1,15.5,9.5
2015,6.0,11.2,14.2,10.8
2016,6.4,11.8,15.7,8.7
