year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,71,-78,-47,305
1988,217,-56,17,92
1989,137,-131,-122,209
1990,125,-133,-145,204
1991,148,-79,-73,180
1992,93,-105,75,181
1993,55,144,-38,204
1994,222,-90,18,254
1995,214,-156,-166,202
1996,96,-64,-141,155
1997,25,-14,-14,270
1998,176,85,-10,210
1999,153,-11,48,234
2000,91,-20,-15,423
2001,142,-100,9,186
2002,167,15,-71,352
2003,33,-105,-92,201
2004,113,-68,2,299
2005,37,-59,35,375
2006,184,18,-131,262
2007,189,13,-15,321
2008,267,6,142,225
2009,165,-73,53,270
2010,146,-154,17,201
2011,153,-96,-36,230
2012,73,84,17,398
2013,206,-61,-48,417
2014,440,-35,-102,423
2015,207,-40,81,460
2016,388,-7,67,224
