year,annual-estival-days
1987,2
1988,22
1989,6
1990,5
1991,10
1992,12
1993,9
1994,14
1995,19
1996,18
1997,34
1998,7
1999,24
2000,6
2001,21
2002,33
2003,23
2004,12
2005,12
2006,20
2007,19
2008,3
2009,7
2010,39
2011,28
2012,8
2013,19
2014,34
2015,9
2016,10
