year,annual-hydric-deficit
1987,87
1988,130
1989,41
1990,255
1991,306
1992,115
1993,198
1994,311
1995,275
1996,66
1997,289
1998,211
1999,116
2000,88
2001,404
2002,46
2003,13
2004,198
2005,19
2006,-24
2007,169
2008,310
2009,223
2010,354
2011,277
2012,488
2013,63
2014,113
2015,145
2016,162
