year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-8.1,8.7,13.9,2.0
1988,-2.6,11.0,16.5,0.4
1989,1.7,10.5,15.3,2.6
1990,-0.2,11.3,14.8,2.7
1991,-1.5,8.9,15.5,3.6
1992,1.2,10.2,16.1,2.6
1993,-2.6,10.4,13.0,-1.6
1994,-5.0,9.1,15.6,2.2
1995,-0.3,11.7,15.3,1.5
1996,-5.9,9.7,15.1,2.7
1997,-1.5,9.6,16.8,1.0
1998,-1.5,11.4,14.9,0.3
1999,-2.5,11.7,16.5,3.1
2000,-0.8,11.7,15.0,5.4
2001,-2.6,10.9,17.5,1.5
2002,-0.1,12.8,17.6,-1.6
2003,-4.0,10.0,17.3,3.4
2004,-2.8,10.1,16.2,3.3
2005,-4.1,9.6,16.3,3.2
2006,-5.6,10.1,17.1,5.8
2007,-1.9,10.9,16.0,3.7
2008,0.7,10.6,14.6,4.6
2009,-2.4,10.0,15.8,1.6
2010,-7.2,10.4,17.4,-0.1
2011,-4.9,10.9,17.1,5.4
2012,-4.0,9.6,15.8,1.6
2013,-5.0,11.2,15.8,5.1
2014,-1.5,10.4,16.9,3.1
2015,0.8,9.7,15.7,4.8
2016,-2.3,11.4,15.9,2.0
