year,annual-frozen-days
1987,145
1988,142
1989,86
1990,103
1991,117
1992,96
1993,156
1994,140
1995,131
1996,144
1997,144
1998,126
1999,114
2000,83
2001,122
2002,115
2003,113
2004,124
2005,134
2006,118
2007,96
2008,78
2009,124
2010,142
2011,103
2012,130
2013,121
2014,96
2015,81
2016,113
