year,annual-precipitations
1987,592
1988,708
1989,626
1990,816
1991,842
1992,749
1993,719
1994,874
1995,816
1996,581
1997,847
1998,716
1999,671
2000,635
2001,962
2002,686
2003,602
2004,761
2005,590
2006,580
2007,742
2008,869
2009,774
2010,911
2011,874
2012,1017
2013,638
2014,719
2015,728
2016,746
