year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,50,-118,92,63
1988,97,-168,24,177
1989,103,-166,-111,215
1990,183,-180,65,187
1991,98,-54,-109,372
1992,130,-184,-92,261
1993,164,-106,35,106
1994,144,-68,12,222
1995,168,24,-45,128
1996,53,-108,-78,199
1997,96,32,-36,198
1998,113,-40,-6,143
1999,173,-117,-123,183
2000,109,-152,-90,221
2001,111,-14,97,210
2002,191,-169,-86,109
2003,56,-97,-103,158
2004,115,-71,-19,174
2005,47,-100,-36,107
2006,12,-140,-139,243
2007,134,-156,-17,208
2008,163,-136,39,244
2009,102,-114,-21,257
2010,104,-54,69,235
2011,84,-171,113,250
2012,189,17,44,239
2013,67,-145,-56,197
2014,77,-109,5,140
2015,109,-74,-50,161
2016,162,-87,-1,88
