year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,798,7,-201,5
1988,1159,10,-316,0
1989,1201,9,-242,1
1990,937,8,-196,2
1991,1030,9,-410,0
1992,1233,10,-248,0
1993,1054,10,-373,1
1994,763,8,-282,6
1995,983,10,-77,5
1996,965,6,-150,6
1997,1079,9,-326,3
1998,1085,10,-120,3
1999,767,9,-354,2
2000,1025,9,-273,5
2001,931,7,-95,0
2002,1092,9,-253,0
2003,1141,9,-200,1
2004,1026,9,-152,0
2005,1013,7,-210,0
2006,1097,10,-267,0
2007,1031,10,-197,0
2008,891,9,-270,10
2009,1155,10,-326,0
2010,827,8,-233,1
2011,1138,11,-154,0
2012,1172,11,-186,0
2013,971,10,-196,0
2014,770,9,-137,2
2015,1060,12,-204,0
2016,934,9,-65,1
2016
2017,1205,11,-242,0
2018,1122,12,-209,0
2019,1097,10,-45,5
2020,1237,10,-146,1
2021,1268,12,-304,0
2022,1008,10,-222,2
2023,986,10,-304,0
2024,1138,9,-422,2
2025,1189,12,-115,0
2026,1112,10,-274,1
2027,914,9,-244,1
2028,962,11,-155,3
2029,1228,12,-443,1
2030,964,9,-293,0
2031,998,12,-193,2
2032,1221,11,-257,0
2033,1010,10,-121,0
2034,977,10,-181,0
2035,1079,8,-60,2
2036,954,12,-159,0
2037,1216,10,-199,0
2038,1419,12,-238,0
2039,1288,11,-313,0
2040,1127,12,-187,0
2041,1051,11,-178,1
2042,971,10,-234,4
2043,1211,12,-206,0
2044,1066,11,-259,1
2045,1306,10,-243,0
2046,1219,11,-125,0
