year,annual-frozen-days
1987,115
1988,97
1989,44
1990,35
1991,63
1992,92
1993,91
1994,108
1995,91
1996,107
1997,71
1998,61
1999,76
2000,58
2001,78
2002,87
2003,96
2004,94
2005,91
2006,100
2007,65
2008,50
2009,80
2010,130
2011,85
2012,91
2013,94
2014,60
2015,49
2016,60

min,30
max,210
steps,7
decimal
