year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,4,0,-125,6,0,-295,60,24,35
1988,2,0,-165,3,0,-263,49,18,56
1989,1,0,-124,5,0,-276,61,24,39
1990,2,0,-163,5,0,-334,51,18,11
1991,0,0,-206,4,0,-326,59,29,52
1992,0,0,-135,5,0,-250,47,28,25
1993,0,0,-186,3,0,-348,57,19,49
1994,5,0,-240,4,0,-419,57,31,27
1995,1,0,-177,4,0,-292,57,33,57
1996,0,0,-228,0,0,-340,59,21,69
1997,0,0,-225,6,0,-420,51,24,5
1998,2,0,-98,1,0,-217,56,36,41
1999,1,0,-212,3,0,-366,53,16,21
2000,0,0,-196,2,0,-304,57,32,84
2001,0,0,-203,2,0,-283,49,21,34
2002,0,0,-154,2,0,-304,60,31,24
2003,0,0,-164,5,0,-252,55,28,40
2004,0,0,-177,2,0,-319,50,29,51
2005,0,0,-145,4,0,-251,56,12,38
2006,6,0,-148,4,0,-269,56,25,23
2007,4,0,-164,6,0,-311,49,27,33
2008,3,0,-188,2,0,-291,50,39,56
2009,5,0,-105,0,0,-279,51,33,25
2010,0,0,-125,2,0,-232,57,12,45
2011,1,0,-150,4,0,-287,56,36,24
2012,0,0,-127,3,0,-233,61,33,17
2013,2,0,-133,4,0,-255,60,28,30
2014,0,0,-165,2,0,-259,52,32,54
2015,3,0,-173,3,0,-331,48,25,21
2016,0,1,-137,1,0,-251,52,33,58
2016
2017,0,0,-145,3,0,-263,55,17,45
2018,0,0,-162,5,0,-279,47,16,28
2019,0,0,-145,6,0,-309,56,21,25
2020,4,0,-186,3,0,-330,43,26,27
2021,1,0,-170,0,0,-332,52,15,63
2022,0,0,-109,4,0,-225,54,14,56
2023,7,0,-187,5,0,-338,53,30,55
2024,1,0,-216,4,0,-344,53,26,56
2025,5,0,-179,5,0,-256,42,27,38
2026,1,0,-251,4,0,-429,47,11,36
2027,0,0,-185,4,0,-343,61,25,33
2028,1,0,-111,2,0,-230,46,21,62
2029,0,0,-200,2,0,-374,61,6,49
2030,1,0,-199,4,0,-320,35,20,74
2031,1,0,-180,5,0,-265,50,12,16
2032,1,0,-162,2,0,-250,48,15,77
2033,0,0,-105,3,0,-213,56,11,37
2034,0,0,-139,4,0,-298,56,14,18
2035,3,0,-128,3,0,-276,54,34,22
2036,7,0,-140,5,0,-249,41,26,53
2037,1,0,-139,5,0,-249,48,14,28
2038,0,0,-112,3,0,-233,55,14,37
2039,1,0,-191,3,0,-224,44,6,93
2040,3,0,-111,5,0,-256,53,15,29
2041,3,0,-190,2,0,-244,57,16,69
2042,1,0,-181,6,0,-289,47,15,25
2043,4,0,-204,4,0,-258,47,21,69
2044,0,0,-196,4,0,-279,51,12,32
2045,0,0,-180,4,0,-282,54,14,59
2046,2,0,-178,4,0,-289,54,14,62
