year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-3.6,7.6,13.6,5.1
1988,0.7,9.3,15.9,3.4
1989,3.1,10.1,15.7,5.0
1990,3.7,10.7,15.1,5.3
1991,1.1,8.1,16.2,5.3
1992,1.4,9.3,15.6,3.1
1993,0.4,11.2,13.8,1.6
1994,-2.1,8.9,16.2,3.7
1995,1.3,9.3,15.2,4.0
1996,-1.7,7.9,14.9,5.2
1997,1.1,8.6,18.1,4.3
1998,1.7,8.6,14.7,3.9
1999,0.6,10.4,16.9,5.1
2000,1.7,11.2,14.3,7.1
2001,0.1,9.6,16.1,4.8
2002,2.0,11.2,17.3,2.3
2003,-0.9,9.9,16.8,5.0
2004,-0.1,10.1,16.1,5.0
2005,-0.3,9.8,16.4,5.4
2006,-2.3,10.5,17.6,7.3
2007,1.7,11.2,15.6,5.1
2008,2.7,10.2,15.4,5.4
2009,0.2,10.0,16.3,4.3
2010,-2.4,9.2,16.6,2.4
2011,-1.0,11.0,16.4,6.1
2012,0.6,9.3,15.7,4.2
2013,-1.5,10.4,15.8,6.3
2014,1.8,9.7,16.7,5.9
2015,2.4,9.7,16.0,6.4
2016,1.1,11.0,16.8,5.1
