year,annual-estival-days
1987,0
1988,0
1989,4
1990,1
1991,3
1992,6
1993,9
1994,8
1995,12
1996,0
1997,15
1998,0
1999,13
2000,5
2001,7
2002,26
2003,13
2004,5
2005,11
2006,31
2007,3
2008,3
2009,1
2010,10
2011,3
2012,2
2013,2
2014,15
2015,5
2016,1
