year,annual-precipitations
1987,356
1988,440
1989,293
1990,279
1991,221
1992,778
1993,912
1994,1094
1995,590
1996,568
1997,432
1998,515
1999,517
2000,572
2001,627
2002,571
2003,534
2004,440
2005,529
2006,412
2007,455
2008,426
2009,486
2010,521
2011,403
2012,512
2013,357
2014,432
2015,498
2016,564
