year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,163,44,60,89
1988,96,181,122,42
1989,29,42,135,87
1990,54,39,95,91
1991,48,85,41,47
1992,169,105,246,258
1993,188,111,355,257
1994,368,298,205,223
1995,144,169,182,95
1996,106,153,137,172
1997,52,98,89,193
1998,132,126,114,143
1999,118,162,101,136
2000,86,88,177,222
2001,100,151,216,160
2002,140,76,79,276
2003,49,102,231,152
2004,85,107,129,119
2005,97,92,174,167
2006,47,73,129,162
2007,111,59,190,95
2008,79,63,105,179
2009,61,106,172,147
2010,52,116,201,153
2011,53,71,176,103
2012,84,103,169,156
2013,30,65,153,109
2014,80,78,154,120
2015,98,176,131,94
2016,76,153,178,156
