year,annual-frozen-days
1987,17
1988,8
1989,6
1990,14
1991,14
1992,11
1993,6
1994,4
1995,5
1996,7
1997,3
1998,7
1999,3
2000,4
2001,12
2002,4
2003,8
2004,5
2005,26
2006,15
2007,11
2008,4
2009,7
2010,22
2011,3
2012,11
2013,9
2014,2
2015,2
2016,1
