year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,36,0,-215,9,4,-529,29,3,29
1988,27,0,-208,8,10,-520,27,0,63
1989,39,0,-223,9,10,-544,30,6,11
1990,37,0,-108,5,5,-383,36,2,39
1991,39,0,-280,11,7,-639,34,1,60
1992,43,0,-148,9,6,-437,41,8,21
1993,36,0,-260,9,6,-556,26,4,103
1994,31,0,-211,10,1,-533,35,1,10
1995,35,0,-250,7,4,-546,34,0,5
1996,29,0,-163,9,5,-484,42,0,12
1997,27,0,-205,9,9,-557,37,1,6
1998,28,0,-179,8,4,-482,42,3,20
1999,31,0,-272,8,10,-616,39,4,46
2000,24,0,-159,6,15,-489,47,5,17
2001,30,0,-125,9,12,-388,36,3,53
2002,41,0,-182,9,4,-478,26,4,13
2003,39,1,-199,11,8,-534,33,0,62
2004,37,0,-241,9,13,-576,32,2,33
2005,36,0,-201,9,4,-498,30,0,9
2006,55,0,-245,9,6,-534,24,1,12
2007,38,0,-128,6,11,-420,34,2,54
2008,24,0,-191,9,5,-501,39,3,8
2009,31,0,-120,8,6,-408,32,0,63
2010,31,0,-242,8,26,-565,46,0,13
2011,27,0,-147,4,6,-383,37,1,84
2012,22,1,-203,9,6,-512,52,4,33
2013,41,0,-185,7,9,-499,25,1,21
2014,39,0,-268,9,12,-574,28,0,14
2015,37,0,-210,10,2,-516,22,3,11
2016,36,0,-199,8,19,-513,46,5,17
2016
2017,38,0,-215,7,14,-540,29,1,31
2018,46,0,-267,8,16,-577,31,0,46
2019,50,0,-255,8,6,-572,27,0,56
2020,42,0,-254,5,7,-579,33,1,5
2021,45,0,-260,9,24,-641,23,1,13
2022,42,0,-237,9,15,-563,31,0,48
2023,39,0,-244,5,19,-546,40,0,68
2024,44,0,-311,10,14,-640,38,0,15
2025,47,0,-252,9,12,-567,41,0,11
2026,40,0,-311,1,30,-667,30,2,47
2027,28,0,-188,7,8,-532,49,1,38
2028,37,0,-177,9,13,-479,32,0,129
2029,33,0,-207,9,6,-555,45,0,80
2030,55,0,-348,6,24,-689,28,1,22
2031,56,0,-252,11,6,-559,26,0,13
2032,42,0,-298,5,27,-639,25,0,13
2033,21,0,-209,10,7,-525,46,5,99
2034,54,0,-285,9,27,-647,22,0,22
2035,36,0,-238,8,20,-550,33,0,0
2036,50,0,-258,9,9,-581,32,3,103
2037,25,0,-219,8,10,-543,43,1,77
2038,39,0,-224,9,27,-523,36,1,52
2039,49,0,-294,7,32,-634,22,0,50
2040,49,0,-227,10,25,-565,32,1,2
2041,49,0,-294,6,19,-621,30,1,34
2042,49,0,-267,6,10,-601,28,0,32
2043,57,0,-251,9,11,-585,26,1,9
2044,29,0,-223,10,8,-537,43,0,55
2045,48,0,-286,9,16,-632,26,0,13
2046,43,0,-195,11,17,-476,27,0,35
