year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,55,30,5,64
1988,119,-92,-41,98
1989,-31,-82,-87,90
1990,41,-98,-92,132
1991,7,-131,-50,74
1992,115,-77,-162,151
1993,-26,-188,-188,189
1994,69,-62,-86,105
1995,123,-18,-52,87
1996,-3,-83,25,132
1997,124,-96,-136,78
1998,-3,-159,-145,182
1999,59,-104,-164,92
2000,101,-223,-63,23
2001,91,-154,-198,115
2002,86,-104,-63,154
2003,3,-235,-310,52
2004,15,-151,-131,128
2005,117,-80,-92,69
2006,83,-57,-33,94
2007,96,-105,-64,96
2008,120,-136,-110,102
2009,84,-140,-54,174
2010,61,-117,-42,198
2011,12,-267,-42,112
2012,21,-156,-144,232
2013,76,-24,-70,148
2014,-7,-189,-19,86
2015,51,-178,-272,86
2016,156,-1,-137,90
