year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1269,9,-122,5
1988,1359,10,-201,1
1989,1601,10,-224,3
1990,1525,10,-281,5
1991,1236,10,-146,6
1992,1129,9,-111,7
1993,1602,10,-305,7
1994,1597,10,-211,1
1995,1274,8,-116,1
1996,1155,8,-186,5
1997,1432,11,-210,6
1998,1474,9,-132,7
1999,1504,11,-155,0
2000,1387,9,-333,1
2001,1220,11,-137,7
2002,1478,9,-83,0
2003,1483,10,-231,5
2004,1375,10,-229,1
2005,1629,10,-161,2
2006,1308,7,-186,9
2007,1354,9,-235,1
2008,1400,8,-185,10
2009,1068,7,37,5
2010,1181,9,-248,10
2011,1317,12,-62,4
2012,1672,11,-38,1
2013,1043,9,-216,0
2014,1747,11,-309,1
2015,1271,8,-130,2
2016,1467,9,-184,3
2016
2017,1507,11,-273,6
2018,1612,10,-255,0
2019,1568,11,-168,7
2020,1491,9,-132,1
2021,1740,11,-451,6
2022,1413,10,-172,1
2023,1434,11,-384,9
2024,1659,11,-414,2
2025,1662,11,-208,3
2026,1454,9,-283,4
2027,1451,11,-191,6
2028,1869,11,-330,0
2029,1676,10,-415,4
2030,1521,9,-251,9
2031,1701,10,-194,0
2032,1518,9,-129,2
2033,1711,11,-210,3
2034,1507,10,-199,4
2035,1625,8,-301,6
2036,1688,11,-281,1
2037,1669,9,-238,0
2038,1582,10,-245,2
2039,1838,10,-345,5
2040,1518,10,-162,5
2041,1397,10,-246,5
2042,1870,10,-177,0
2043,1507,9,-228,8
2044,1641,11,-149,1
2045,1304,10,-215,10
2046,1686,10,-190,3

min,,4
max,,17
steps,,8
decimal
