year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.4,11.7,17.2,5.4
1988,3.0,13.1,16.6,5.7
1989,4.2,12.5,17.2,5.1
1990,3.8,12.0,15.9,4.4
1991,0.9,10.2,17.4,3.1
1992,3.3,13.7,18.6,5.4
1993,2.7,14.7,16.7,4.7
1994,4.2,13.4,18.7,7.2
1995,3.7,12.6,17.8,5.5
1996,0.3,12.7,15.5,4.8
1997,3.6,12.5,17.9,5.6
1998,4.3,14.1,16.9,4.4
1999,3.2,13.7,18.8,5.0
2000,4.0,14.9,16.9,7.1
2001,3.9,13.1,17.6,5.7
2002,4.1,14.0,17.2,6.5
2003,2.1,15.5,19.5,5.2
2004,3.0,12.9,17.9,5.8
2005,2.0,14.3,17.5,6.0
2006,0.8,13.9,19.3,8.6
2007,5.9,15.9,16.8,5.3
2008,5.1,14.9,17.4,6.0
2009,1.8,15.1,18.8,6.8
2010,1.8,13.6,17.6,4.5
2011,4.1,15.7,18.4,7.1
2012,3.2,14.7,18.6,6.5
2013,1.4,13.1,18.5,7.2
2014,6.4,14.9,18.0,8.1
2015,3.8,14.4,19.8,8.4
2016,4.3,13.9,19.3,5.7
