year,annual-average-temperature
1987,7.8
1988,9.3
1989,9.6
1990,9.5
1991,8.5
1992,9.9
1993,9.3
1994,10.5
1995,9.5
1996,8.0
1997,9.7
1998,9.5
1999,9.9
2000,10.4
2001,9.8
2002,10.2
2003,10.4
2004,9.7
2005,9.9
2006,10.5
2007,10.5
2008,10.2
2009,10.0
2010,8.8
2011,10.7
2012,10.2
2013,9.6
2014,11.3
2015,11.0
2016,10.3

min,6
max,14
steps,9
decimal
