year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,86,135,0
1988,56,123,0
1989,57,132,0
1990,71,141,0
1991,73,135,0
1992,82,144,0
1993,69,127,0
1994,64,135,0
1995,59,134,0
1996,74,143,0
1997,77,132,1
1998,76,144,0
1999,74,139,0
2000,89,140,0
2001,74,148,0
2002,66,135,0
2003,77,143,0
2004,80,143,0
2005,70,138,0
2006,85,150,1
2007,64,141,0
2008,79,135,0
2009,97,146,0
2010,84,141,0
2011,100,145,0
2012,56,126,0
2013,54,134,0
2014,64,129,1
2015,77,135,0
2016,86,138,0
2016
2017,65,124,0
2018,72,137,0
2019,79,137,0
2020,64,140,0
2021,42,141,0
2022,60,140,0
2023,89,130,0
2024,74,139,0
2025,69,131,0
2026,57,136,0
2027,83,153,0
2028,85,143,0
2029,59,131,0
2030,87,145,0
2031,53,126,1
2032,59,128,0
2033,59,135,1
2034,63,133,0
2035,42,138,1
2036,76,129,0
2037,78,133,0
2038,85,140,0
2039,59,139,0
2040,81,140,0
2041,86,147,1
2042,25,131,0
2043,77,136,1
2044,44,130,0
2045,67,145,0
2046,68,133,0
