year,annual-frozen-days
1987,99
1988,75
1989,72
1990,74
1991,105
1992,69
1993,78
1994,61
1995,79
1996,106
1997,76
1998,84
1999,79
2000,49
2001,82
2002,58
2003,97
2004,86
2005,79
2006,74
2007,41
2008,68
2009,73
2010,93
2011,65
2012,62
2013,82
2014,31
2015,61
2016,58
